make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,msrp,combined_mpg
BMW,6 Series,2015,premium,445.0,8,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,16,3916,90400,20.05
BMW,6 Series,2015,premium,315.0,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,31,20,3916,83600,24.950000000000003
BMW,6 Series,2015,premium,445.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,3916,87400,20.6
BMW,6 Series,2015,premium,445.0,8,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,24,16,3916,97900,19.6
BMW,6 Series,2016,premium,315.0,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,3916,87800,24.05
BMW,6 Series,2016,premium,315.0,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,31,20,3916,77300,24.950000000000003
BMW,6 Series,2016,premium,445.0,8,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,24,15,3916,99200,19.05
BMW,6 Series,2016,premium,445.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,25,17,3916,96200,20.6
BMW,6 Series,2016,premium,315.0,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,29,20,3916,80300,24.05
BMW,6 Series,2016,premium,315.0,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,31,20,3916,84800,24.950000000000003
BMW,6 Series,2016,premium,445.0,8,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,16,3916,91700,20.05
BMW,6 Series,2016,premium,445.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,25,17,3916,88700,20.6
BMW,6 Series,2017,premium,445.0,8,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,24,16,3916,92000,19.6
BMW,6 Series,2017,premium,315.0,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,30,21,3916,77600,25.05
BMW,6 Series,2017,premium,445.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,24,17,3916,89000,20.150000000000002
BMW,6 Series,2017,premium,315.0,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,19,3916,80600,23.05
BMW,6 Series,2017,premium,315.0,6,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,29,20,3916,85100,24.05
BMW,6 Series,2017,premium,315.0,6,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,28,19,3916,88100,23.05
BMW,6 Series,2017,premium,445.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,24,17,3916,96500,20.150000000000002
BMW,6 Series,2017,premium,445.0,8,AUTOMATIC,all wheel drive,2.0,"Luxury,High-Performance",Midsize,Convertible,24,15,3916,99500,19.05
Mercedes-Benz,600-Class,1992,regular,402.0,12,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,14,10,617,2960,11.8
Mercedes-Benz,600-Class,1993,regular,389.0,12,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,15,11,617,3108,12.8
Mercedes-Benz,600-Class,1993,regular,389.0,12,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,16,12,617,4623,13.8
Mercedes-Benz,600-Class,1993,regular,389.0,12,AUTOMATIC,rear wheel drive,2.0,Luxury,Large,Coupe,15,11,617,3211,12.8
Pontiac,6000,1990,regular,140.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,27,17,210,2000,21.5
Pontiac,6000,1990,regular,110.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,29,20,210,2000,24.05
Pontiac,6000,1990,regular,140.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,27,17,210,2000,21.5
Pontiac,6000,1990,regular,140.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,27,17,210,2000,21.5
Pontiac,6000,1990,regular,140.0,6,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,27,17,210,2000,21.5
Pontiac,6000,1991,regular,140.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,28,17,210,2000,21.950000000000003
Pontiac,6000,1991,regular,140.0,6,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,28,17,210,2000,21.950000000000003
Pontiac,6000,1991,regular,110.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,28,19,210,2000,23.05
Ferrari,612 Scaglietti,2009,premium,532.0,12,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088,12.15
Ferrari,612 Scaglietti,2010,premium,532.0,12,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088,12.15
Ferrari,612 Scaglietti,2011,premium,532.0,12,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088,12.15
Mazda,626,2000,regular,170.0,6,MANUAL,front wheel drive,4.0,,Midsize,Sedan,25,19,586,2080,21.700000000000003
Mazda,626,2000,regular,170.0,6,MANUAL,front wheel drive,4.0,,Midsize,Sedan,25,19,586,2234,21.700000000000003
Mazda,626,2000,regular,130.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,29,23,586,2000,25.700000000000003
Mazda,626,2000,regular,130.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,19,586,2146,21.700000000000003
Mazda,626,2001,premium,165.0,6,MANUAL,front wheel drive,4.0,,Midsize,Sedan,25,19,586,22935,21.700000000000003
Mazda,626,2001,premium,165.0,6,MANUAL,front wheel drive,4.0,,Midsize,Sedan,25,19,586,19935,21.700000000000003
Mazda,626,2001,regular,125.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,19,586,20935,21.700000000000003
Mazda,626,2001,regular,125.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,29,23,586,18735,25.700000000000003
Mazda,626,2002,premium,165.0,6,MANUAL,front wheel drive,4.0,,Midsize,Sedan,25,19,586,19985,21.700000000000003
Mazda,626,2002,regular,125.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,29,23,586,18785,25.700000000000003
Mazda,626,2002,premium,165.0,6,MANUAL,front wheel drive,4.0,,Midsize,Sedan,25,19,586,21885,21.700000000000003
Maybach,62,2010,premium,604.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,456500,12.7
Maybach,62,2010,premium,543.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,417000,12.7
Maybach,62,2010,premium,631.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,506500,12.7
Maybach,62,2011,premium,543.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,423500,12.7
Maybach,62,2011,premium,620.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,463000,12.7
Maybach,62,2012,premium,620.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,470350,12.7
Maybach,62,2012,premium,543.0,12,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,16,10,67,430450,12.7
McLaren,650S Coupe,2015,premium,641.0,8,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,22,16,416,265500,18.700000000000003
McLaren,650S Spider,2015,premium,641.0,8,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,22,16,416,280225,18.700000000000003
Mazda,6,2015,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,24895,31.400000000000002
Mazda,6,2015,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,22895,31.400000000000002
Mazda,6,2015,regular,184.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,586,23845,30.400000000000006
Mazda,6,2015,regular,184.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,586,21190,30.400000000000006
Mazda,6,2015,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,28,586,29895,33.400000000000006
Mazda,6,2016,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,22995,31.400000000000002
Mazda,6,2016,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,24995,31.400000000000002
Mazda,6,2016,regular,184.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,586,21495,30.400000000000006
Mazda,6,2016,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,586,30195,31.400000000000002
Mazda,6,2016,regular,184.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,37,25,586,23945,30.400000000000006
Mazda,6,2017,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,26,586,30695,30.05
Mazda,6,2017,regular,184.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,24,586,21945,28.5
Mazda,6,2017,regular,184.0,4,MANUAL,front wheel drive,4.0,,Midsize,Sedan,34,24,586,24195,28.5
Mazda,6,2017,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,26,586,22995,30.05
Mazda,6,2017,regular,184.0,4,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,26,586,25245,30.05
BMW,7 Series,2015,premium,535.0,12,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,20,13,3916,141200,16.15
BMW,7 Series,2015,premium,315.0,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,19,3916,78000,23.5
BMW,7 Series,2015,premium,445.0,8,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,91000,20.05
BMW,7 Series,2015,premium,445.0,8,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,3916,94000,19.6
BMW,7 Series,2015,premium,315.0,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,3916,81000,23.05
BMW,7 Series,2015,premium,315.0,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,19,3916,74000,23.5
BMW,7 Series,2015,premium,445.0,8,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,87300,20.6
BMW,7 Series,2015,premium,445.0,8,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,24,16,3916,90300,19.6
BMW,7 Series,2015,diesel,255.0,6,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,31,23,3916,82500,26.6
BMW,7 Series,2016,premium,445.0,8,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,17,3916,94400,20.6
BMW,7 Series,2016,premium,320.0,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3916,81300,24.6
BMW,7 Series,2016,premium,445.0,8,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,97400,20.05
BMW,7 Series,2017,premium,445.0,8,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,17,3916,94600,21.050000000000004
BMW,7 Series,2017,premium,445.0,8,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,25,16,3916,97600,20.05
BMW,7 Series,2017,premium,320.0,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,3916,84500,23.05
BMW,7 Series,2017,premium,320.0,6,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,29,21,3916,81500,24.6
Porsche,718 Cayman,2017,premium,300.0,4,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,28,21,1715,53900,24.15
Porsche,718 Cayman,2017,premium,350.0,4,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,26,20,1715,66300,22.700000000000003
Volvo,740,1990,regular,114.0,4,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000,22.150000000000002
Volvo,740,1990,regular,153.0,4,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000,22.150000000000002
Volvo,740,1990,regular,114.0,4,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000,22.150000000000002
Volvo,740,1990,regular,114.0,4,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,19,870,2000,22.150000000000002
Volvo,740,1990,regular,114.0,4,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,19,870,2000,22.150000000000002
Volvo,740,1990,regular,153.0,4,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,18,870,2000,20.25
Volvo,740,1991,regular,162.0,4,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,20,17,870,2000,18.35
Volvo,740,1991,regular,162.0,4,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,18,870,2000,20.700000000000003
Volvo,740,1991,regular,114.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,24,18,870,2000,20.700000000000003
Volvo,740,1991,regular,162.0,4,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,20,17,870,2000,18.35
Volvo,740,1991,regular,162.0,4,MANUAL,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,18,870,2000,20.700000000000003
Volvo,740,1991,regular,114.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,24,18,870,2000,20.700000000000003
Volvo,740,1992,regular,162.0,4,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,20,17,870,2000,18.35
Volvo,740,1992,regular,114.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,740,1992,regular,114.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000,21.6
Volvo,740,1992,regular,114.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,760,1990,regular,144.0,6,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,19,15,870,2000,16.8
Volvo,760,1990,regular,162.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,20,16,870,2000,17.8
Volvo,760,1990,regular,162.0,4,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,20,16,870,2000,17.8
Volvo,780,1990,regular,188.0,4,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,20,16,870,2000,17.8
Volvo,780,1990,regular,144.0,6,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,19,15,870,2000,16.8
BMW,8 Series,1995,regular,282.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,22,15,3916,4784,18.15
BMW,8 Series,1995,regular,322.0,12,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,12,3916,5858,15.150000000000002
BMW,8 Series,1995,regular,372.0,12,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,18,10,3916,8488,13.6
BMW,8 Series,1996,regular,322.0,12,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,12,3916,6954,15.150000000000002
BMW,8 Series,1996,regular,282.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,14,3916,5680,16.25
BMW,8 Series,1997,regular,322.0,12,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,12,3916,7624,15.150000000000002
BMW,8 Series,1997,regular,282.0,8,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,19,14,3916,6693,16.25
Audi,80,1990,regular,108.0,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,28,19,3105,2000,23.05
Audi,80,1990,regular,130.0,5,MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,22,16,3105,2000,18.700000000000003
Audi,80,1991,regular,130.0,5,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,24,18,3105,2000,20.700000000000003
Audi,80,1991,regular,130.0,5,MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,22,16,3105,2000,18.700000000000003
Audi,80,1992,regular,130.0,5,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,24,18,3105,2000,20.700000000000003
Audi,80,1992,regular,130.0,5,MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,22,16,3105,2000,18.700000000000003
Volvo,850,1995,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,17,870,2000,20.150000000000002
Volvo,850,1995,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000,21.6
Volvo,850,1995,regular,240.0,5,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Volvo,850,1995,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000,21.6
Volvo,850,1995,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,850,1995,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Volvo,850,1995,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,850,1995,regular,240.0,5,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000,21.6
Volvo,850,1996,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,240.0,5,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,850,1996,regular,240.0,5,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,17,870,2000,20.150000000000002
Volvo,850,1996,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000,21.6
Volvo,850,1996,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,850,1997,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000,21.6
Volvo,850,1997,regular,168.0,5,MANUAL,front wheel drive,4.0,Luxury,Midsize,Wagon,26,18,870,2000,21.6
Volvo,850,1997,regular,240.0,5,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Volvo,850,1997,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,17,870,2000,20.150000000000002
Volvo,850,1997,regular,240.0,5,AUTOMATIC,front wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2091,20.150000000000002
Volvo,850,1997,regular,190.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,24,18,870,2000,20.700000000000003
Volvo,850,1997,regular,190.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,18,870,2000,20.700000000000003
Volvo,850,1997,regular,222.0,5,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,870,2000,20.150000000000002
Toyota,86,2017,premium,205.0,4,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,28,21,2031,26255,24.15
Toyota,86,2017,premium,200.0,4,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,32,24,2031,26975,27.6
Saab,9-2X,2005,premium,227.0,4,MANUAL,all wheel drive,4.0,"Luxury,Performance",Compact,Wagon,24,17,376,26950,20.150000000000002
Saab,9-2X,2005,regular,165.0,4,MANUAL,all wheel drive,4.0,"Luxury,Performance",Compact,Wagon,27,20,376,22990,23.15
Saab,9-2X,2006,premium,230.0,4,MANUAL,all wheel drive,4.0,"Luxury,Performance",Compact,Wagon,25,18,376,26950,21.15
Saab,9-2X,2006,regular,173.0,4,MANUAL,all wheel drive,4.0,Luxury,Compact,Wagon,26,19,376,22990,22.150000000000002
Saab,9-3 Griffin,2012,flex_premium,220.0,4,MANUAL,front wheel drive,4.0,"Flex Fuel,Luxury",Midsize,Sedan,33,20,376,28900,25.85
Saab,9-3 Griffin,2012,flex_premium,220.0,4,MANUAL,front wheel drive,2.0,"Flex Fuel,Luxury",Compact,Convertible,33,20,376,44080,25.85
Saab,9-3 Griffin,2012,flex_premium,220.0,4,MANUAL,front wheel drive,2.0,"Flex Fuel,Luxury",Compact,Convertible,33,20,376,46080,25.85
Saab,9-3 Griffin,2012,premium,220.0,4,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,30,20,376,37115,24.5
Saab,9-3 Griffin,2012,flex_premium,220.0,4,MANUAL,front wheel drive,2.0,"Flex Fuel,Luxury",Compact,Convertible,33,20,376,39490,25.85
Saab,9-3 Griffin,2012,flex_premium,220.0,4,MANUAL,front wheel drive,4.0,"Flex Fuel,Luxury",Midsize,Sedan,33,20,376,34340,25.85
Saab,9-3 Griffin,2012,flex_premium,220.0,4,AUTOMATIC,front wheel drive,2.0,"Flex Fuel,Luxury",Compact,Convertible,28,18,376,44080,22.5
Saab,9-3 Griffin,2012,flex_premium,220.0,4,AUTOMATIC,front wheel drive,2.0,"Flex Fuel,Luxury",Compact,Convertible,28,18,376,40840,22.5
Saab,9-3 Griffin,2012,flex_premium,220.0,4,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Luxury",Compact,Wagon,28,18,376,31180,22.5
Saab,9-3 Griffin,2012,premium,220.0,4,MANUAL,all wheel drive,4.0,Luxury,Midsize,Sedan,30,20,376,32395,24.5
Saab,9-3 Griffin,2012,flex_premium,220.0,4,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Luxury",Midsize,Sedan,29,19,376,34340,23.5
Saab,9-3 Griffin,2012,premium,220.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,Wagon,29,18,376,34975,22.950000000000003
Saab,9-3 Griffin,2012,premium,220.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,18,376,37115,22.950000000000003
Saab,9-3 Griffin,2012,premium,220.0,4,MANUAL,all wheel drive,4.0,Luxury,Compact,Wagon,30,20,376,34975,24.5
Saab,9-3 Griffin,2012,flex_premium,220.0,4,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Luxury",Midsize,Sedan,29,19,376,30250,23.5
Saab,9-3 Griffin,2012,premium,220.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,18,376,32395,22.950000000000003
Saab,9-3 Griffin,2012,flex_premium,220.0,4,MANUAL,front wheel drive,4.0,"Flex Fuel,Luxury",Compact,Wagon,33,20,376,29830,25.85
Saab,9-3 Griffin,2012,flex_premium,220.0,4,AUTOMATIC,front wheel drive,2.0,"Flex Fuel,Luxury",Compact,Convertible,28,18,376,46080,22.5
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,Wagon,27,17,376,37810,21.5
Saab,9-3,2009,premium,280.0,6,AUTOMATIC,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,24,15,376,51330,19.05
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Wagon,27,19,376,38305,22.6
Saab,9-3,2009,premium,280.0,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Compact,Wagon,24,15,376,44885,19.05
Saab,9-3,2009,premium,210.0,4,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,29,19,376,30360,23.5
Saab,9-3,2009,premium,210.0,4,MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,27,19,376,42130,22.6
Saab,9-3,2009,premium,280.0,6,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,15,376,43605,19.05
Saab,9-3,2009,premium,210.0,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Wagon,29,19,376,31790,23.5
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Wagon,27,19,376,35315,22.6
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,28,19,376,37140,23.05
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,28,19,376,34150,23.05
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,27,19,376,44455,22.6
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,17,376,36395,21.5
Saab,9-3,2009,premium,210.0,4,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,27,19,376,47345,22.6
Saab,9-3,2010,premium,207.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,17,376,32395,21.5
Saab,9-3,2010,premium,207.0,4,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,376,28900,25.5
Saab,9-3,2010,premium,207.0,4,MANUAL,front wheel drive,4.0,Luxury,Compact,Wagon,31,21,376,30330,25.5
Saab,9-3,2010,premium,207.0,4,MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,29,20,376,39990,24.05
Saab,9-3,2010,premium,207.0,4,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,17,376,38115,21.5
Saab,9-3,2010,premium,207.0,4,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,27,19,376,45080,22.6
